市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都品川区戸越5-5-15,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"848,000","910,000","920,000","920,000",-
東京都品川区大崎2-6-13,基準地価,-,-,-,-,-,-,-,"2,000,000","1,960,000","1,670,000","1,300,000","1,040,000","900,000","810,000","720,000","690,000","655,000","624,000","599,000","588,000","581,000","580,000","580,000","640,000","800,000","840,000","740,000","700,000","694,000","692,000","703,000","720,000","750,000","773,000","808,000","865,000","924,000","924,000","924,000",-
東京都品川区南品川3-5-5,基準地価,"668,000","728,000","800,000","1,150,000","2,180,000","2,240,000","2,270,000","2,360,000","2,310,000","2,180,000","1,720,000","1,380,000","1,150,000","1,000,000","879,000","834,000","795,000","758,000","731,000","724,000","720,000","718,000","721,000","785,000","895,000","935,000","835,000","788,000","780,000","777,000","790,000","804,000","836,000","858,000","901,000","955,000","1,020,000","1,020,000","1,010,000",-
東京都品川区中延5-2-8,基準地価,-,-,"1,200,000","1,720,000","2,410,000","2,410,000","2,290,000","2,290,000","2,250,000","2,000,000","1,550,000","1,200,000","990,000","890,000","815,000","785,000","746,000","705,000","680,000","670,000","661,000","656,000","656,000","708,000","840,000","855,000","759,000","715,000","702,000","700,000","702,000","715,000","748,000","773,000","811,000","861,000","914,000","915,000","915,000",-
東京都品川区戸越3-5-19,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"990,000","1,040,000","1,110,000","1,200,000","1,220,000","1,220,000",-
東京都品川区上大崎2-13-35,基準地価,-,-,-,-,-,-,"12,000,000","12,400,000","12,400,000","10,500,000","7,590,000","5,300,000","4,100,000","3,190,000","2,650,000","2,400,000","2,200,000","2,060,000","2,000,000","1,970,000","1,930,000","1,910,000","1,910,000","2,170,000","2,900,000","3,100,000","2,700,000","2,480,000","2,410,000","2,360,000","2,400,000","2,530,000","2,660,000","2,750,000","2,950,000","3,200,000","3,480,000","3,610,000","3,610,000",-
東京都品川区東品川3-21-10,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"692,000","710,000","743,000","762,000","793,000","845,000","900,000","905,000","905,000",-
東京都品川区平塚2-16-3,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"990,000","990,000",-
東京都品川区東五反田4-2-11,公示地価,-,-,-,-,-,-,-,-,-,-,-,"1,030,000","930,000","795,000","700,000","693,000","670,000","651,000","640,000","637,000","632,000","632,000","635,000","690,000","825,000","915,000","790,000","728,000","724,000","721,000","721,000","745,000","774,000","804,000","834,000","868,000","910,000","952,000","942,000","956,000"
東京都品川区戸越3-3-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"491,000","501,000","532,000","558,000","580,000","620,000","655,000","704,000","697,000","707,000"
東京都品川区旗の台5-9-16,公示地価,-,-,-,-,-,-,-,-,-,-,"670,000","590,000","580,000","560,000","545,000","525,000","500,000","490,000","473,000","456,000","449,000","445,000","444,000","459,000","525,000","578,000","515,000","477,000","470,000","466,000","466,000","474,000","498,000","523,000","540,000","560,000","590,000","624,000","616,000","623,000"
東京都品川区上大崎3-10-35,公示地価,-,-,-,-,-,-,-,-,-,-,-,"1,330,000","1,150,000","970,000","870,000","830,000","790,000","750,000","742,000","742,000","742,000","742,000","747,000","815,000","1,040,000","1,180,000","1,030,000","929,000","912,000","903,000","903,000","920,000","949,000","982,000","1,010,000","1,050,000","1,100,000","1,150,000","1,150,000","1,170,000"
東京都品川区東品川1-39-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"700,000","718,000","738,000","765,000","794,000","842,000","895,000","943,000","943,000","970,000"
東京都品川区大井7-3-7,公示地価,-,-,-,-,-,"1,170,000","1,100,000","1,080,000","1,040,000","850,000","680,000","600,000","570,000","555,000","550,000","548,000","535,000","518,000","495,000","473,000","463,000","459,000","457,000","474,000","530,000","573,000","510,000","470,000","465,000","461,000","461,000","469,000","492,000","514,000","529,000","550,000","580,000","615,000","610,000","619,000"
東京都品川区上大崎2-6-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"950,000","950,000","969,000","999,000","1,030,000","1,050,000","1,070,000","1,110,000","1,150,000","1,150,000","1,170,000"
東京都品川区西中延2-9-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"490,000","486,000","486,000","495,000","525,000","550,000","570,000","609,000","641,000","685,000","678,000","687,000"
東京都品川区東五反田5-17-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"835,000","930,000","1,200,000","1,350,000","1,180,000","1,050,000","1,030,000","1,020,000","1,020,000","1,040,000","1,070,000","1,100,000","1,120,000","1,150,000","1,200,000","1,250,000","1,250,000","1,270,000"
東京都品川区北品川5-14-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"607,000","607,000","607,000","612,000","650,000","775,000","880,000","750,000","655,000","645,000","639,000","639,000","649,000","669,000","690,000","711,000","751,000","780,000","810,000","810,000","824,000"
東京都品川区南品川6-7-36,公示地価,"408,000","420,000","438,000","505,000","860,000","1,050,000","1,000,000","1,000,000","980,000","864,000","700,000","610,000","585,000","573,000","555,000","550,000","540,000","529,000","516,000","502,000","493,000","486,000","486,000","496,000","565,000","620,000","551,000","506,000","499,000","497,000","497,000","507,000","529,000","558,000","579,000","616,000","652,000","696,000","690,000","700,000"
東京都品川区南品川1-3-13,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"580,000","547,000","530,000","510,000","497,000","480,000","466,000","451,000","439,000","429,000","425,000","435,000","489,000","535,000","473,000","438,000","435,000","433,000","433,000","439,000","455,000","476,000","494,000","524,000","555,000","593,000","593,000","605,000"
東京都品川区大崎4-8-3,公示地価,-,-,-,-,"1,000,000","1,200,000","1,130,000","1,130,000","1,130,000","1,040,000","840,000","690,000","655,000","605,000","585,000","560,000","540,000","523,000","495,000","488,000","483,000","480,000","480,000","501,000","578,000","630,000","560,000","518,000","513,000","509,000","509,000","520,000","550,000","578,000","600,000","641,000","682,000","726,000","718,000","728,000"
東京都品川区豊町1-11-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"598,000","609,000","644,000","674,000","696,000","739,000","771,000","807,000","802,000","813,000"
東京都品川区西品川1-13-3,公示地価,-,-,-,-,-,-,-,-,-,-,"670,000","570,000","550,000","515,000","495,000","488,000","470,000","445,000","433,000","430,000","423,000","418,000","415,000","430,000","488,000","535,000","470,000","438,000","433,000","432,000","432,000","441,000","463,000","489,000","511,000","551,000","590,000","628,000","624,000","640,000"
東京都品川区東大井2-25-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"700,000","635,000","605,000","593,000","570,000","549,000","526,000","502,000","486,000","480,000","478,000","497,000","563,000","620,000","540,000","502,000","492,000","485,000","485,000","496,000","512,000","526,000","538,000","571,000","610,000","648,000","645,000","665,000"
東京都品川区東品川4-2-11,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"572,000","570,000","570,000","598,000","626,000","661,000","694,000","740,000","789,000","835,000","835,000","861,000"
東京都品川区小山5-7-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"550,000","543,000","530,000","518,000","505,000","501,000","496,000","491,000","491,000","506,000","587,000","652,000","580,000","537,000","528,000","523,000","523,000","533,000","555,000","579,000","602,000","641,000","679,000","734,000","728,000","739,000"
東京都品川区西五反田4-27-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"620,000","603,000","598,000","596,000","624,000","710,000","801,000","711,000","654,000","641,000","636,000","636,000","651,000","671,000","700,000","727,000","772,000","842,000","910,000","902,000","917,000"
東京都品川区南大井6-3-16,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"544,000","553,000","580,000","604,000","624,000","657,000","693,000","732,000","723,000","735,000"
東京都品川区北品川1-8-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"970,000","981,000","1,010,000","1,050,000","1,090,000","1,160,000","1,240,000","1,310,000","1,310,000","1,330,000"
東京都品川区大井5-11-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"528,000","528,000","554,000","586,000","611,000","638,000","670,000","706,000","698,000","712,000"
東京都品川区豊町6-20-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"521,000","546,000","575,000","610,000","649,000","643,000","652,000"
東京都品川区小山7-13-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"715,000","732,000","754,000","787,000","821,000","815,000","824,000"
東京都品川区西大井5-16-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"488,000","507,000","538,000","569,000","605,000","600,000","609,000"
東京都品川区南品川4-15-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"532,000","549,000","581,000","610,000","643,000","639,000","654,000"
東京都品川区二葉2-15-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"524,000","541,000","566,000","597,000","631,000","627,000","639,000"
東京都品川区荏原1-22-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"617,000","637,000","674,000","714,000","761,000","753,000","768,000"
東京都品川区大崎5-5-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"857,000","901,000","957,000","1,030,000","1,100,000","1,090,000","1,110,000"
東京都品川区西五反田5-31-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"579,000","595,000","632,000","669,000","709,000","704,000","718,000"
東京都品川区東五反田1-2-39,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,820,000","1,930,000","2,070,000","2,200,000","2,200,000","2,250,000"
東京都品川区西五反田1丁目2番3外,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"3,350,000","3,160,000","3,050,000","2,990,000","2,930,000","2,930,000","3,130,000","4,000,000","4,950,000","4,450,000","4,000,000","3,870,000","3,720,000","3,720,000","3,800,000","3,990,000","4,150,000","4,350,000","4,660,000","5,110,000","5,610,000","5,530,000","5,510,000"
東京都品川区大井3-5-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,000,000","980,000","995,000"
東京都品川区南大井3-33-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"745,000","718,000","702,000","702,000","780,000","977,000","1,210,000","1,080,000","1,000,000","970,000","951,000","949,000","974,000","1,020,000","1,060,000","1,110,000","1,180,000","1,250,000","1,320,000","1,300,000","1,290,000"
東京都品川区上大崎2-13-35,公示地価,-,-,-,-,"12,000,000","12,000,000","12,000,000","12,400,000","12,400,000","11,200,000","8,800,000","6,550,000","4,580,000","3,620,000","2,870,000","2,450,000","2,300,000","2,110,000","2,030,000","1,990,000","1,950,000","1,910,000","1,910,000","2,000,000","2,550,000","3,200,000","2,840,000","2,550,000","2,470,000","2,370,000","2,370,000","2,440,000","2,570,000","2,700,000","2,840,000","3,050,000","3,350,000","3,680,000","3,620,000","3,630,000"
東京都品川区二葉4-14-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"510,000","502,000","494,000","490,000","504,000","565,000","613,000","540,000","505,000","500,000","496,000","496,000","501,000","521,000","543,000","563,000","603,000","647,000","691,000","681,000","693,000"
東京都品川区南大井6-28-12,公示地価,-,-,-,-,-,-,-,-,-,-,-,"5,500,000","3,960,000","2,890,000","2,170,000","1,860,000","1,650,000","1,510,000","1,400,000","1,340,000","1,300,000","1,270,000","1,270,000","1,350,000","1,620,000","2,010,000","1,810,000","1,680,000","1,650,000","1,630,000","1,620,000","1,660,000","1,730,000","1,810,000","1,880,000","2,010,000","2,150,000","2,340,000","2,310,000","2,300,000"
東京都品川区小山3-23-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,450,000","1,350,000","1,220,000","1,160,000","1,120,000","1,100,000","1,090,000","1,080,000","1,120,000","1,290,000","1,450,000","1,300,000","1,210,000","1,180,000","1,160,000","1,160,000","1,180,000","1,220,000","1,280,000","1,330,000","1,430,000","1,520,000","1,610,000","1,580,000","1,580,000"
東京都品川区東五反田1-18-5,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,070,000","1,040,000","1,020,000","1,020,000","1,080,000","1,280,000","1,520,000","1,340,000","1,200,000","1,180,000","1,160,000","1,160,000","1,200,000","1,260,000","1,330,000","1,410,000","1,520,000","1,640,000","1,790,000","1,760,000","1,780,000"
東京都品川区平塚2-16-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"1,150,000","1,030,000","920,000","864,000","830,000","788,000","757,000","733,000","717,000","706,000","706,000","730,000","818,000","900,000","795,000","723,000","712,000","703,000","703,000","716,000","745,000","780,000","814,000","872,000","944,000","1,000,000","980,000","1,000,000"
東京都品川区大崎1-2-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"2,000,000","2,140,000","2,330,000","2,500,000","2,720,000","2,980,000","3,280,000","3,230,000","3,220,000"
東京都品川区上大崎2-13-41,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,010,000","973,000","948,000","940,000","950,000","1,140,000","1,280,000","1,130,000","1,020,000","993,000","975,000","975,000","998,000","1,050,000","1,100,000","1,150,000","1,220,000","1,300,000","1,380,000","1,360,000","1,350,000"
東京都品川区西五反田2-29-9,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,590,000","1,560,000","1,530,000","1,530,000","1,630,000","2,040,000","2,500,000","2,220,000","2,000,000","1,940,000","1,900,000","1,890,000","1,930,000","2,020,000","2,130,000","2,240,000","2,400,000","2,580,000","2,770,000","2,720,000","2,720,000"
東京都品川区上大崎1-1-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"950,000","921,000","904,000","904,000","983,000","1,170,000","1,320,000","1,160,000","1,070,000","1,030,000","1,020,000","1,020,000","1,050,000","1,120,000","1,190,000","1,250,000","1,330,000","1,410,000","1,520,000","1,500,000","1,510,000"
東京都品川区東五反田2-4-5,公示地価,-,-,-,-,"9,000,000","9,450,000","9,450,000","9,450,000","9,450,000","8,510,000","6,000,000","4,550,000","3,500,000","2,700,000","2,050,000","1,730,000","1,550,000","1,410,000","1,320,000","1,240,000","1,200,000","1,180,000","1,180,000","1,270,000","1,570,000","1,860,000","1,650,000","1,480,000","1,450,000","1,430,000","1,430,000","1,470,000","1,530,000","1,600,000","1,700,000","1,810,000","1,950,000","2,140,000","2,110,000","2,130,000"
東京都品川区旗の台1-1-15,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"741,000","789,000","845,000","891,000","878,000","893,000"
東京都品川区北品川1-24-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"595,000","592,000","591,000","591,000","616,000","733,000","795,000","730,000","660,000","645,000","634,000","632,000","643,000","664,000","694,000","723,000","770,000","823,000","880,000","862,000","877,000"
東京都品川区南大井3-8-17,公示地価,-,-,-,-,-,-,-,-,-,-,"1,800,000","1,430,000","1,200,000","1,020,000","870,000","790,000","740,000","705,000","668,000","625,000","600,000","582,000","576,000","650,000","783,000","910,000","790,000","725,000","709,000","701,000","701,000","710,000","737,000","765,000","792,000","845,000","892,000","943,000","925,000","939,000"
東京都品川区西五反田2-9-5,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,320,000","1,290,000","1,270,000","1,260,000","1,340,000","1,620,000","1,940,000","1,700,000","1,530,000","1,480,000","1,460,000","1,450,000","1,490,000","1,550,000","1,630,000","1,710,000","1,830,000","1,970,000","2,150,000","2,110,000","2,110,000"
東京都品川区小山台1-23-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"790,000","854,000","905,000","900,000","915,000"
東京都品川区大井1-10-3,公示地価,-,-,-,-,-,-,-,-,-,-,-,"3,160,000","2,420,000","2,000,000","1,750,000","1,590,000","1,460,000","1,360,000","1,280,000","1,250,000","1,220,000","1,200,000","1,190,000","1,260,000","1,580,000","1,920,000","1,670,000","1,540,000","1,500,000","1,470,000","1,460,000","1,480,000","1,540,000","1,620,000","1,690,000","1,810,000","1,960,000","2,150,000","2,120,000","2,120,000"
東京都品川区中延6-3-8,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"605,000","680,000","803,000","906,000","778,000","704,000","693,000","684,000","684,000","699,000","723,000","757,000","788,000","842,000","901,000","951,000","935,000","954,000"
東京都品川区大崎3-6-9,公示地価,-,-,-,-,-,-,-,-,-,-,-,"2,900,000","2,350,000","1,970,000","1,500,000","1,350,000","1,270,000","1,200,000","1,150,000","1,110,000","1,090,000","1,080,000","1,080,000","1,200,000","1,520,000","1,970,000","1,780,000","1,670,000","1,650,000","1,640,000","1,640,000","1,690,000","1,770,000","1,860,000","1,930,000","2,030,000","2,170,000","2,320,000","2,270,000","2,270,000"
東京都品川区東大井1-21-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"688,000","715,000","748,000","780,000","836,000","894,000","940,000","933,000","945,000"
東京都品川区南品川4-17-6,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,"800,000","680,000","630,000","610,000","599,000","590,000","575,000","560,000","548,000","543,000","558,000","640,000","700,000","610,000","555,000","548,000","542,000","541,000","547,000","562,000","579,000","597,000","625,000","658,000","698,000","687,000","700,000"
東京都品川区東品川2-2-28,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"845,000","830,000","820,000","812,000","812,000","896,000","1,110,000","1,320,000","1,170,000","1,060,000","1,040,000","1,030,000","1,030,000","1,060,000","1,100,000","1,150,000","1,220,000","1,280,000","1,380,000","1,470,000","1,450,000","1,480,000"
東京都品川区東大井5-10-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,060,000","1,120,000","1,200,000","1,300,000","1,390,000","1,370,000","1,400,000"
東京都品川区東中延2-10-19,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"694,000","722,000","765,000","810,000","858,000","840,000","840,000"
東京都品川区荏原4-1-4,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"926,000","964,000","1,030,000","1,090,000","1,150,000","1,140,000","1,160,000"
東京都品川区八潮2-7-8,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,"380,000","350,000","350,000","350,000","350,000","340,000","325,000","312,000","301,000","290,000","287,000","291,000","319,000","348,000","315,000","293,000","285,000","283,000","291,000","302,000","312,000","328,000","345,000","363,000","383,000","402,000","418,000","434,000"
