市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都江戸川区東葛西3-8-5,公示地価,-,-,-,-,-,-,-,-,-,-,-,"444,000","430,000","420,000","404,000","382,000","353,000","323,000","306,000","292,000","281,000","277,000","274,000","277,000","304,000","324,000","305,000","284,000","282,000","277,000","276,000","278,000","280,000","284,000","289,000","302,000","319,000","333,000","331,000","334,000"
東京都江戸川区中葛西8-18-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"298,000","287,000","278,000","275,000","273,000","277,000","309,000","331,000","312,000","292,000","291,000","287,000","286,000","288,000","293,000","303,000","320,000","340,000","363,000","383,000","381,000","384,000"
東京都江戸川区西葛西1-2-11,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"310,000","295,000","286,000","283,000","281,000","286,000","317,000","340,000","322,000","300,000","297,000","292,000","291,000","292,000","295,000","302,000","312,000","328,000","350,000","372,000","369,000","370,000"
東京都江戸川区中葛西3-23-19,公示地価,-,-,-,-,-,-,-,-,-,-,-,"650,000","625,000","562,000","524,000","486,000","446,000","410,000","386,000","366,000","357,000","354,000","352,000","364,000","408,000","441,000","414,000","385,000","382,000","376,000","376,000","383,000","392,000","405,000","423,000","446,000","478,000","515,000","515,000","520,000"
東京都江戸川区西一之江2-3-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"268,000","277,000","284,000","281,000","282,000"
東京都江戸川区平井2-24-2,公示地価,"287,000","294,000","300,000","311,000","374,000","655,000","713,000","760,000","817,000","768,000","614,000","530,000","514,000","505,000","490,000","455,000","421,000","389,000","376,000","359,000","345,000","335,000","330,000","330,000","366,000","393,000","374,000","350,000","348,000","341,000","340,000","344,000","347,000","354,000","361,000","372,000","390,000","407,000","404,000","411,000"
東京都江戸川区南篠崎町1-6-18,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"269,000","269,000","294,000","318,000","301,000","282,000","281,000","280,000","280,000","283,000","285,000","290,000","296,000","308,000","328,000","349,000","349,000","354,000"
東京都江戸川区平井6-69-9,公示地価,-,-,-,-,-,-,-,-,-,-,"560,000","487,000","473,000","470,000","456,000","423,000","393,000","364,000","353,000","336,000","322,000","313,000","308,000","308,000","338,000","363,000","345,000","323,000","321,000","316,000","315,000","316,000","319,000","322,000","329,000","337,000","351,000","365,000","364,000","369,000"
東京都江戸川区篠崎町1-4-13,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"325,000","343,000","362,000","360,000","365,000"
東京都江戸川区春江町2-24-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"274,000","276,000","278,000","280,000","286,000","298,000","313,000","328,000","326,000","329,000"
東京都江戸川区東小松川2-13-10,公示地価,-,-,-,-,-,"615,000","615,000","635,000","660,000","632,000","515,000","441,000","430,000","417,000","401,000","378,000","352,000","321,000","293,000","278,000","270,000","263,000","259,000","259,000","280,000","299,000","284,000","267,000","265,000","263,000","263,000","264,000","265,000","266,000","270,000","278,000","288,000","296,000","293,000","294,000"
東京都江戸川区東小岩1-5-11,公示地価,-,-,-,-,-,-,-,-,-,-,-,"465,000","450,000","428,000","410,000","384,000","357,000","324,000","305,000","291,000","282,000","274,000","270,000","270,000","293,000","312,000","295,000","276,000","274,000","271,000","270,000","270,000","271,000","272,000","274,000","282,000","292,000","298,000","295,000","296,000"
東京都江戸川区東葛西6-23-3,公示地価,"267,000","271,000","275,000","284,000","526,000","1,100,000","1,120,000","1,130,000","1,150,000","1,000,000","752,000","640,000","615,000","560,000","522,000","485,000","446,000","410,000","387,000","368,000","355,000","350,000","348,000","359,000","401,000","429,000","402,000","373,000","370,000","363,000","362,000","367,000","374,000","387,000","405,000","426,000","453,000","479,000","479,000","484,000"
東京都江戸川区中葛西5-6-13,公示地価,"283,000","289,000","294,000","306,000","525,000","1,060,000","1,090,000","1,130,000","1,150,000","1,000,000","750,000","630,000","605,000","550,000","515,000","479,000","440,000","400,000","383,000","364,000","354,000","350,000","348,000","361,000","405,000","435,000","409,000","381,000","378,000","371,000","369,000","377,000","386,000","400,000","418,000","442,000","473,000","503,000","503,000","507,000"
東京都江戸川区篠崎町5-9-4,公示地価,-,-,-,-,-,-,-,-,-,-,"547,000","465,000","441,000","427,000","407,000","378,000","349,000","321,000","299,000","286,000","276,000","268,000","264,000","264,000","287,000","309,000","293,000","275,000","274,000","270,000","269,000","272,000","275,000","280,000","286,000","295,000","308,000","325,000","325,000","328,000"
