市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都新宿区高田馬場1-27-6,公示地価,-,-,-,"7,600,000","12,300,000","14,000,000","14,000,000","14,500,000","14,500,000","13,400,000","9,900,000","7,000,000","5,140,000","3,890,000","3,290,000","3,040,000","2,840,000","2,770,000","2,680,000","2,570,000","2,520,000","2,490,000","2,490,000","2,570,000","2,850,000","3,610,000","3,280,000","2,940,000","2,800,000","2,740,000","2,710,000","2,800,000","2,900,000","3,000,000","3,110,000","3,270,000","3,530,000","3,870,000","3,830,000","3,830,000"
東京都新宿区神楽坂2丁目12番18,公示地価,-,-,-,"4,580,000","8,930,000","9,500,000","9,200,000","9,200,000","9,050,000","8,200,000","5,630,000","3,800,000","2,960,000","2,280,000","2,050,000","1,930,000","1,800,000","1,710,000","1,650,000","1,570,000","1,560,000","1,540,000","1,540,000","1,610,000","1,850,000","2,340,000","2,150,000","1,990,000","1,930,000","1,900,000","1,880,000","1,950,000","2,030,000","2,130,000","2,230,000","2,360,000","2,550,000","2,870,000","2,830,000","2,840,000"
東京都新宿区山吹町331番8,公示地価,-,-,-,-,-,"5,100,000","4,700,000","4,700,000","4,550,000","4,050,000","3,100,000","2,200,000","1,710,000","1,330,000","1,170,000","1,110,000","994,000","920,000","877,000","824,000","818,000","804,000","802,000","823,000","895,000","1,080,000","970,000","878,000","863,000","850,000","842,000","860,000","890,000","920,000","948,000","1,000,000","1,120,000","1,200,000","1,190,000","1,220,000"
東京都新宿区若松町33-9,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,100,000","1,140,000","1,180,000","1,220,000","1,260,000","1,330,000","1,400,000","1,480,000","1,470,000","1,500,000"
東京都新宿区百人町1-16-14,公示地価,-,-,-,"5,180,000","9,800,000","10,300,000","9,900,000","10,100,000","10,300,000","9,300,000","7,150,000","4,860,000","3,550,000","2,630,000","2,200,000","2,050,000","1,900,000","1,790,000","1,700,000","1,600,000","1,530,000","1,500,000","1,500,000","1,530,000","1,660,000","1,950,000","1,790,000","1,630,000","1,570,000","1,600,000","1,590,000","1,610,000","1,650,000","1,740,000","1,830,000","1,960,000","2,160,000","2,360,000","2,290,000","2,270,000"
東京都新宿区新宿3-5-4,公示地価,-,"8,100,000","10,700,000","13,500,000","22,000,000","24,200,000","25,100,000","26,400,000","27,200,000","25,400,000","19,300,000","13,100,000","9,800,000","7,550,000","7,000,000","7,300,000","7,200,000","7,150,000","7,150,000","7,000,000","6,900,000","6,850,000","6,920,000","7,250,000","8,700,000","11,700,000","11,500,000","10,500,000","10,200,000","10,000,000","9,940,000","10,700,000","11,700,000","13,500,000","15,500,000","17,400,000","18,400,000","19,500,000","17,700,000","17,400,000"
東京都新宿区下落合3-12-20,公示地価,-,-,-,-,"2,830,000","3,500,000","3,470,000","3,470,000","3,470,000","3,100,000","2,420,000","1,750,000","1,450,000","1,080,000","940,000","887,000","832,000","794,000","773,000","734,000","698,000","678,000","673,000","687,000","768,000","970,000","863,000","784,000","770,000","760,000","757,000","770,000","786,000","810,000","830,000","860,000","921,000","1,010,000","994,000","1,020,000"
東京都新宿区新宿3-28-9,公示地価,-,-,-,"15,100,000","24,800,000","28,000,000","28,000,000","29,500,000","29,800,000","28,000,000","22,000,000","15,400,000","11,500,000","8,970,000","8,330,000","8,700,000","8,700,000","8,700,000","8,790,000","8,790,000","8,790,000","8,790,000","9,000,000","9,400,000","10,800,000","13,400,000","13,000,000","11,800,000","11,600,000","11,400,000","11,300,000","11,900,000","12,600,000","14,000,000","15,500,000","16,800,000","17,900,000","19,000,000","17,100,000","16,700,000"
東京都新宿区歌舞伎町2-21-6,公示地価,-,-,-,-,-,-,-,-,"12,000,000","11,000,000","8,500,000","5,350,000","4,120,000","3,000,000","2,540,000","2,270,000","2,100,000","1,900,000","1,780,000","1,530,000","1,450,000","1,370,000","1,300,000","1,300,000","1,400,000","1,640,000","1,480,000","1,260,000","1,130,000","1,050,000","1,030,000","1,030,000","1,050,000","1,070,000","1,100,000","1,170,000","1,250,000","1,390,000","1,250,000","1,250,000"
東京都新宿区舟町4番8,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"771,000","846,000","1,010,000","910,000","823,000","797,000","784,000","783,000","820,000","860,000","902,000","945,000","994,000","1,050,000","1,120,000","1,110,000","1,110,000"
東京都新宿区大久保2-5-23,公示地価,-,-,-,-,-,-,-,-,-,"9,900,000","7,700,000","5,240,000","3,750,000","2,750,000","2,350,000","2,200,000","2,050,000","1,900,000","1,820,000","1,760,000","1,720,000","1,670,000","1,630,000","1,650,000","1,800,000","2,180,000","2,000,000","1,840,000","1,810,000","1,770,000","1,740,000","1,800,000","1,870,000","1,950,000","2,020,000","2,110,000","2,280,000","2,440,000","2,380,000","2,380,000"
東京都新宿区北新宿1-20-10,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,060,000","1,100,000","1,140,000","1,220,000","1,350,000","1,500,000","1,480,000","1,490,000"
東京都新宿区新宿1-31-16,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,290,000","1,260,000","1,230,000","1,190,000","1,200,000","1,290,000","1,530,000","1,390,000","1,260,000","1,220,000","1,200,000","1,180,000","1,220,000","1,260,000","1,310,000","1,360,000","1,450,000","1,530,000","1,630,000","1,570,000","1,570,000"
東京都新宿区新宿5-10-15,公示地価,-,-,-,-,-,-,-,-,-,-,"5,400,000","3,880,000","2,820,000","2,000,000","1,680,000","1,530,000","1,410,000","1,300,000","1,220,000","1,130,000","1,050,000","999,000","970,000","977,000","1,060,000","1,250,000","1,130,000","1,020,000","993,000","980,000","970,000","993,000","1,020,000","1,050,000","1,080,000","1,130,000","1,200,000","1,310,000","1,280,000","1,280,000"
東京都新宿区新宿3-30-11,公示地価,-,-,-,-,-,-,-,-,-,-,"33,000,000","22,400,000","16,500,000","12,800,000","12,000,000","12,600,000","12,600,000","12,600,000","12,900,000","12,900,000","12,900,000","12,900,000","13,200,000","13,800,000","16,400,000","21,000,000","20,600,000","18,800,000","18,400,000","18,200,000","18,100,000","19,900,000","22,000,000","25,500,000","29,500,000","33,200,000","35,200,000","36,800,000","34,600,000","34,500,000"
東京都新宿区歌舞伎町2-10-7,公示地価,-,-,-,-,-,-,-,-,-,-,"11,400,000","7,980,000","6,000,000","4,350,000","3,740,000","3,450,000","3,050,000","2,800,000","2,630,000","2,380,000","2,250,000","2,170,000","2,090,000","2,090,000","2,220,000","2,710,000","2,450,000","2,050,000","1,840,000","1,650,000","1,580,000","1,580,000","1,600,000","1,640,000","1,690,000","1,810,000","2,000,000","2,240,000","2,010,000","2,010,000"
東京都新宿区西新宿8-3-39,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"868,000","918,000","979,000","962,000","979,000"
東京都新宿区中落合3-29-12,公示地価,-,-,-,-,-,-,-,-,-,-,"1,900,000","1,360,000","1,060,000","830,000","760,000","735,000","700,000","672,000","660,000","644,000","615,000","593,000","579,000","585,000","633,000","753,000","704,000","631,000","625,000","620,000","616,000","625,000","640,000","658,000","675,000","701,000","759,000","820,000","815,000","833,000"
東京都新宿区大京町31番1外,公示地価,-,-,-,-,-,-,-,-,-,-,"4,200,000","2,860,000","2,110,000","1,540,000","1,330,000","1,270,000","1,200,000","1,150,000","1,120,000","1,090,000","1,050,000","1,010,000","990,000","1,020,000","1,130,000","1,360,000","1,210,000","1,090,000","1,060,000","1,040,000","1,030,000","1,060,000","1,100,000","1,150,000","1,200,000","1,270,000","1,350,000","1,430,000","1,420,000","1,450,000"
東京都新宿区上落合2-11-1,公示地価,-,-,-,-,-,-,-,-,-,-,-,"1,510,000","1,200,000","935,000","812,000","771,000","735,000","711,000","699,000","680,000","668,000","648,000","637,000","645,000","700,000","868,000","765,000","700,000","689,000","678,000","674,000","696,000","722,000","751,000","780,000","815,000","854,000","905,000","900,000","914,000"
