市区町村,,1983年,1984年,1985年,1986年,1987年,1988年,1989年,1990年,1991年,1992年,1993年,1994年,1995年,1996年,1997年,1998年,1999年,2000年,2001年,2002年,2003年,2004年,2005年,2006年,2007年,2008年,2009年,2010年,2011年,2012年,2013年,2014年,2015年,2016年,2017年,2018年,2019年,2020年,2021年,2022年
東京都文京区千駄木3-40-2,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"885,000","874,000","872,000","890,000","930,000","990,000","1,040,000","1,120,000","1,210,000","1,300,000","1,330,000","1,340,000",-
東京都文京区本駒込2-9-5,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"670,000","717,000","889,000","900,000","800,000","770,000","740,000","732,000","740,000","762,000","798,000","836,000","888,000","945,000","1,030,000","1,050,000","1,060,000",-
東京都文京区小石川5-3-4,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,330,000","1,190,000","1,080,000","1,040,000","1,010,000","989,000","980,000","980,000","1,030,000","1,360,000","1,400,000","1,250,000","1,190,000","1,150,000","1,140,000","1,160,000","1,210,000","1,280,000","1,340,000","1,430,000","1,530,000","1,680,000","1,720,000","1,730,000",-
東京都文京区白山1-33-26,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"1,560,000",-
東京都文京区小石川5-33-6,基準地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"860,000","930,000","950,000","950,000",-
東京都文京区千駄木2-9-14,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"500,000","495,000","482,000","475,000","474,000","474,000","474,000","495,000","588,000","688,000","625,000","575,000","565,000","559,000","559,000","571,000","583,000","604,000","629,000","660,000","701,000","746,000","742,000","759,000"
東京都文京区西片1-11-5,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"840,000","810,000","800,000","777,000","770,000","770,000","770,000","778,000","815,000","960,000","1,130,000","1,000,000","912,000","875,000","873,000","873,000","892,000","907,000","929,000","958,000","1,010,000","1,080,000","1,150,000","1,140,000","1,160,000"
東京都文京区小日向2-28-20,公示地価,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"875,000"
東京都文京区関口2-7-2,公示地価,"517,000","535,000","583,000","635,000","1,300,000","1,480,000","1,440,000","1,440,000","1,440,000","1,260,000","1,100,000","888,000","774,000","675,000","623,000","596,000","574,000","560,000","557,000","554,000","554,000","554,000","554,000","566,000","667,000","791,000","713,000","647,000","629,000","621,000","621,000","630,000","641,000","663,000","693,000","733,000","788,000","849,000","842,000","859,000"
東京都文京区本駒込5-22-2,公示地価,-,-,-,-,-,-,-,-,-,-,-,"1,180,000","1,030,000","859,000","783,000","759,000","740,000","700,000","643,000","618,000","610,000","609,000","609,000","615,000","738,000","853,000","770,000","700,000","685,000","676,000","676,000","686,000","700,000","724,000","758,000","810,000","870,000","936,000","930,000","949,000"
